Date,Apple,Amazon,Dell,Facebook,Google,LinkedIn,Microsoft,Netflix,Twitter,VMWare
2015-12-10,114.225026,662.320007,,105.41999799999999,749.460022,232.08999599999999,54.157295,122.910004,25.91,58.75
2015-12-09,113.68423899999999,664.789978,,104.599998,751.6099849999999,231.33999599999999,53.873132,124.199997,24.309998999999998,58.84
2015-12-08,116.250541,677.330017,,106.489998,762.369995,238.50999500000003,54.666826,126.980003,24.99,60.080002
2015-12-07,116.2997,669.830017,,105.610001,763.25,234.559998,54.686424,125.360001,24.459999,60.759997999999996
2015-12-04,117.037143,672.6400150000001,,106.18,766.8099980000001,241.5,54.784409,130.929993,25.02,59.619999
2015-12-03,113.27126499999999,666.25,,104.379997,752.539978,239.440002,53.108836,126.809998,25.9,59.009997999999996
2015-12-02,114.33318500000001,676.01001,,106.07,762.380005,245.50999500000003,54.098501,128.929993,25.4,60.66
2015-12-01,115.37543500000001,679.0599980000001,,107.120003,767.039978,249.82000699999998,54.108302,125.370003,25.530001000000002,62.189999
2015-11-30,116.319369,664.799988,,104.239998,742.599976,243.11000099999998,53.255814,123.33000200000001,25.4,61.41
2015-11-27,115.83756699999999,673.26001,,105.449997,750.26001,244.58999599999999,52.844272,125.440002,25.75,60.450001
2015-11-25,116.05388500000001,675.340027,,105.410004,748.150024,245.66000400000001,52.609102,124.160004,26.059998999999998,59.950001
2015-11-24,116.88965300000001,671.150024,,105.739998,748.280029,246.919998,53.15782900000001,123.309998,25.52,60.349998
2015-11-23,115.778574,678.98999,,106.949997,755.97998,251.08999599999999,53.099036,125.029999,25.200001,58.110001000000004
2015-11-20,117.302627,668.450012,,107.32,756.599976,252.86999500000002,53.099036,123.839996,26.27,58.66
2015-11-19,116.79132800000001,661.27002,,106.260002,738.409973,250.210007,52.854068999999996,120.220001,26.32,58.439999
2015-11-18,115.326277,663.539978,,107.769997,740.0,248.75999500000003,52.76588,120.629997,25.9,57.490002000000004
2015-11-17,111.786551,643.299988,,105.129997,725.299988,245.32000699999998,51.903599,117.099998,25.23,58.349998
2015-11-16,112.268345,647.8099980000001,,104.040001,728.960022,246.479996,52.334740999999994,111.349998,25.41,59.299999
2015-11-13,110.459148,642.349976,,103.949997,717.0,243.0,51.429565000000004,103.650002,25.18,58.709998999999996
2015-11-12,113.78256299999998,665.599976,,108.019997,731.22998,252.960007,51.896752,108.91999799999999,26.129998999999998,58.93
2015-11-11,114.16603300000001,673.25,,109.010002,735.400024,252.210007,52.217945,112.860001,26.5,59.25
2015-11-10,114.81497900000001,659.679993,,107.910004,728.320007,255.539993,52.081679,112.699997,27.049999,60.439999
2015-11-09,118.55136,655.48999,,106.489998,724.8900150000001,254.520004,52.714330000000004,109.860001,27.09,59.459998999999996
2015-11-06,119.03315400000001,659.369995,,107.099998,733.76001,250.63999900000002,53.454042,114.059998,28.280001000000002,59.490002000000004
2015-11-05,118.895499,655.650024,,108.760002,731.25,249.74000499999997,52.928459,113.5,28.66,59.080002
2015-11-04,119.446126,640.950012,,103.940002,728.1099849999999,253.020004,52.947926,114.050003,29.360001,59.77
2015-11-03,120.004194,625.3099980000001,,102.58000200000001,722.159973,247.770004,52.704599,109.739998,29.129998999999998,59.029999
2015-11-02,118.64329199999999,628.349976,,103.309998,721.1099849999999,240.5,51.818889,107.639999,29.200001,59.549999
2015-10-30,116.99846000000001,625.900024,,101.970001,710.8099980000001,240.86999500000002,51.234903,108.379997,28.459999,60.150002
2015-10-29,118.006897,626.549988,,104.879997,716.919983,217.0,51.935685,105.120003,29.059998999999998,58.52
2015-10-28,116.773271,617.099976,,104.199997,712.950012,213.210007,52.539134999999995,105.800003,30.870001000000002,60.900002
2015-10-27,112.152083,611.01001,,103.699997,708.48999,209.809998,52.256875,103.07,31.34,58.639998999999996
2015-10-26,112.866798,608.6099849999999,,103.769997,712.780029,210.88999900000002,52.801928000000004,103.040001,30.889999,59.740002000000004
2015-10-23,116.587254,599.030029,,102.190002,702.0,210.38999900000002,51.458763,100.040001,30.280001000000002,58.18
2015-10-22,113.08219299999999,563.909973,,99.66999799999999,651.789978,200.46000700000002,46.747955,97.32,29.15,56.790001000000004
2015-10-21,111.37862,555.77002,,97.110001,642.6099849999999,193.0,45.940111,97.959999,29.299999,55.419998
2015-10-20,111.388405,560.880005,,97.0,650.280029,197.600006,46.494896000000004,98.989998,30.91,68.760002
2015-10-19,109.391116,573.150024,,98.470001,666.099976,197.41000400000001,46.348898999999996,101.690002,30.91,69.220001
2015-10-16,108.715557,570.76001,,97.540001,662.200012,197.899994,46.241834000000004,98.989998,31.15,69.620003
2015-10-15,109.51839199999999,562.4400019999999,,95.959999,661.73999,197.559998,45.755181,101.089996,29.709999,68.459999
2015-10-14,107.90293,544.830017,,94.07,651.159973,195.03999299999998,45.433991,110.230003,29.379998999999998,67.970001
2015-10-13,109.44985700000001,548.900024,,94.120003,652.299988,193.509995,45.638385,109.730003,29.059998999999998,69.309998
